COD_AUTOR,HOMONIMO,FORMATO,NOME,RESUMOS
24796,,Pinto LAPF,LEONARDO AUGUSTUS PERAL FERREIRA PINTO,PN0714
21835,,Zeidan LC,Leonardo Colombo Zeidan,PN0467
25632,H2,Lima LC,Leonardo Custódio de Lima,PI0724
27421,,Cesero L,Leonardo De Cesero,PN0104
27663,,Silva LF,LEONARDO DE FREITAS SILVA,PN0599
27896,,Santos LOM,Leonardo de Oliveira Maia dos Santos,"PI0093, PI0097"
27897,,Resende LD,LEONARDO DINIZ RESENDE,PI0040
4530,,Antunes LS,Leonardo dos Santos Antunes,"PO021, PE014, PI0144, PI0235, PI0236, PI0748, PI0898, PN0870, PN1005, PN1012, PN1267"
6183,,Cunha LF,Leonardo Fernandes da Cunha,"PI0261, PN0128, PN0129, PN0135, PN0143, PN0155, PN0158, PN0212"
2801,,Luthi LF,Leonardo Flores Luthi,PN1164
28404,,Menezes LF,Leonardo Foresti de Menezes,PI0304
28153,,Sonehara LG,Leonardo Guimarães Sonehara,PI0622
28131,,Oliveira LJR,Leonardo José Rodrigues de Oliveira,PN0750
24940,,Miotti LL,Leonardo Lamberti Miotti,"PI0121, PN0485"
28763,,Silvério LL,Leonardo Leopoldo Silvério,PI0078
27831,,Locks LL,Leonardo Likes Locks,"PN0704, PN0961"
29272,,Rodrigues LN,Leonardo Nogueira Rodrigues,PN1424
5134,,Pimentel LNM,Leonardo Nunes Maia Pimentel,PI0103
28995,,Paese L,Leonardo Paese,PI0708
16672,,Faverani LP,Leonardo Perez Faverani,"HA023, AO0128, AO0143, AO0146, AO0162, PI0006, PI0008, PI0308, PI0466, PI0612, PN0216, PN0283, PN0938"
22070,,Feresin LP,Leonardo Perina Feresin,FC017
29878,,Fiori LP,Leonardo Pimentel Fiori,AO0150
27287,,Moço LRS,LEONARDO RIBEIRO DA SILVA MOÇO,PN1824
27711,,Rinaldi L,Leonardo Rinaldi,"PI0368, PI0507, PN1516"
29581,,Souza-Mendonca L,Leonardo Souza-Mendonca,PN1421
28553,,Ferreira LUP,Leonardo Ubaldo Pereira Ferreira,PN0860
19673,,Peroni LV,Leonardo Vieira Peroni,"PN0267, PN1741"
8700,,Gaião L,Lêonilson Gaião,"PI0158, PI0454, PI0755"
3946,,Almeida LFD,Leopoldina de Fátima Dantas de Almeida,"PI0049, PN0348"
722,,Capelozza-Filho L,Leopoldino Capelozza Filho,"PN0643, PN0664, PN1680"
17859,H2,Silva LC,Leopoldo Cosme Silva,"PI0182, PI0191, PI0847, PN0023"
29292,,Fujii LLR,Leopoldo Luiz Rocha Fujii,PI0542
28382,H3,Silva LP,Leorik Pereira da Silva,"PN0545, PN0562"
28956,,Morse L,Leslie Morse,HA001
15056,,Campos LA,Letícia Antonelo Campos,PN1465
12556,,Jacques LB,LETÍCIA BORGES JACQUES,PN0454
15296,,Durand LB,Letícia Brandão Durand,"PI0121, PN0485"
24646,,Capalbo LC,Letícia Cabrera Capalbo,PI0766
29732,H3,Souza LC,Letícia Campos de Souza,PN0944
18413,,Perote LCCC,Letícia Carvalho Coutinho Costa Perote,"PN1050, PN1107"
26115,,David LC,LETICIA CHAVES DAVID,"PI0148, PN1647"
25140,,Ferreira LC,Letícia Chaves Ferreira,"PI0305, PI0761"
29005,,Conti LC,Leticia Citelli Conti,"PI0039, PI0089"
1278,,Boaro LCC,Leticia Cristina Cidreira Boaro,"PI0416, PI0716, PI0726, PI0870, PN0140, PN0180, PN0471"
27475,H4,Silva LC,Leticia Cristina Silva,PI0444
28762,,Machado LCR,Letícia Cristine Rinaldo Machado,PI0791
26996,,Giacomini LA,Leticia de Abreu Giacomini,"PI0205, PI0355"
26454,,Wenderoscky LF,Letícia de Farias Wenderoscky,"PN0884, PN1205"
24501,,Queiroz LF,Leticia de Freitas Queiroz,PN1632
24769,,Curvo LS,Letícia de Souza Curvo,PI0375
19644,,Lopes LS,Letícia de Souza Lopes,"PN0419, PN0444"
26625,,Campos LD,Letícia Dominguez Campos,PI0663
18975,,Guimarães LDA,Letícia Drumond de Abreu Guimarães,PN0586
29633,,Coelho LF,Letícia Ferreira Coelho,AO0087
15498,,Brianezzi LFF,Leticia Ferreira de Freitas Brianezzi,"PN0747, PN0751, PN0799"
27521,,Zanlorensi LF,Letícia Ferreira Zanlorensi,PI0819
27158,,Souza LG,Leticia Grilo de Souza,"PN0145, PN0455"
2733,,Theodoro LH,Leticia Helena Theodoro,"PI0002, PI0077, PI0078, PI0153, PI0458, PI0528, PI0609, PI0761, PI0833, PN0327, PN1204, PN1545, PN1772"
24457,,Sant´Anna LIDA,Letícia Iandeyara Dantas de Andrade Sant´Anna,"PI0149, PI0453, PI0602, PN1349"
27458,,Gomes LJPS,Leticia Junqueira de Padua Sesti Gomes,PI0344
29053,,Santos LKG,Letícia Karine Gomes dos Santos,PN0471
28717,,Elias LK,Letícia Kovac Elias,PI0815
19001,,Monteiro LL,Leticia Lese Monteiro,PN0741
16340,,Gonçalves LM,LETÍCIA MACHADO GONÇALVES,"AO0199, PI0626, PI0657, PI0811, PI0861, PN0292, PN0385, PN0462, PN1389"
12646,,Wambier LM,Letícia Maíra Wambier,"PN0411, PN1359, PN1465"
28704,,Corrêa LM,Letícia Maria Corrêa,PI0306
4595,,Nóbrega LMM,Letícia Maria Menezes Nóbrega,PN0374
28806,,Vargas LM,Letícia Marinho Vargas,PI0705
27437,,Nunes LM,Leticia Moreira Nunes,"PI0109, PI0420"
12610,,Ely LMB,Letícia Moro Bins Ely,PN0299
19350,,Gama-de-Souza LN,Leticia Nogueira da Gama-de-Souza,PN0941
21914,,Almeida LN,Letícia Nunes de Almeida,"PI0117, PN0121, PN0489, PN0497, PN1724"
19015,,Franco LO,LETICIA OAIVA FRANCO,PN1023
24603,,Farah LO,Leticia Orefice Farah,PN1368
28538,H2,Martins LP,Letícia Pereira Martins,"PI0283, PI0894"
28074,,Palin LP,Leticia Pitol Palin,"PI0463, PI0612, PN0938"
3736,,Davi LR,Letícia Resende Davi,PN0862
19081,,Daré LR,Leticia Rossi Daré,PI0159
1447,,Stefenon L,Letícia Stefenon,PI0585
28744,,Carvalho LT,letícia torres carvalho,"PI0626, PI0861, PN0385"
343,,Lemos LVFM,Letícia Vargas Freire Martins Lemos,COL008
22058,,Kawanichi LY,LETICIA YUKI KAWANICHI,PN0653
852,,Barros LM,Letizia Monteiro de Barros,PN0237
28911,,Oliveira LML,Letycia Maria Lopes de Oliveira,PI0126
858,,Alves LAC,Levy Anderson César Alves,PN1701
28837,,Oliveira LN,Lhana Neves de Oliveira,PI0611
27922,,Verardo LBJ,Lia Beatriz Junqueira Verardo,PN0353
12048,,Montagnolli LG,Lia Guimarães Montagnolli,PN0956
6293,H2,Fernandes LBF,LIANA BASTOS FREITAS FERNANDES,"HA007, PI0746, PN1331"
27749,,Fattori L,Liana Fattori,"PN0663, PN0687"
16121,,Brito LF,Liana Freire de Brito,PN1476
7141,,Lima LL,Liana Linhares Lima,PN1791
23142,,Ferreira LM,Liana Matos Ferreira,PN0267
17980,,Webber LP,LIANA PRETO WEBBER,"PI0666, PN1754"
11533,,Souza LMA,Liane Maciel de Almeida Souza,PN1306
25460,,Freitas LA,LICIA AGUILAR FREITAS,PN0386
2365,H1,Silva LE,LICINIO ESMERALDO DA SILVA,AO0038
29644,,Guillo LA,Lidia Andreu Guillo,PI0473
21485,,Valadas LAR,LÍDIA AUDREY ROCHA VALADAS,"PI0053, PI0442, COL003, COL010"
14919,,Vianna LMFF,Lidia Mendes Francisco Faria Vianna,"PI0196, PI0421"
1641,H1,Martins LP,Lídia Parsekian Martins,"AO0017, PN0665"
7163,,Hidalgo LRC,Lidia Regina da Costa Hidalgo,PN0361
27792,,Curvello LVM,Lidia Virginia Mendonça Curvello,PN0981
13138,H1,Souza LC,Lidiane Costa de Souza,"PI0866, PN0744, PN1097"
19274,,Costa LCM,Lidiane Cristina Machado Costa,PN1462
18290,,Soares LC,Lidiane de Castro Soares,PE009
24329,,Nascimento LG,Lidiane Gonçalves do Nascimento,"PO015, PI0317, PI0517, PI0661"
22405,,Leite LMB,Lidiane Maria Boldrini Leite,PN0312
3577,,Rodrigues LKA,Lidiany Karla Azevedo Rodrigues,"PI0128, PI0657, PN0748, PN1048, PN1110, PN1297, PN1320"
26920,,Araújo LNM,Lidya Nara Marques de Araújo,PI0259
21326,,Montoro LA,Liege Aldrovandi Montoro,PN0348
22791,,Fernandes LHF,Liege Helena Freitas Fernandes,"PI0088, PN1496, PN1508"
28223,,Tavares LA,Lígia Ângelo Tavares,PI0342
3279,,Pinelli LAP,Lígia Antunes Pereira Pinelli,"PI0776, PN0228, PN0231, PN1145, PN1150"
21165,,Paula LD,Lígia Dias de Paula,PN0091
15231,,Andreatta LML,LIGIA MARIA LIMA ANDREATTA,PN0151
27803,,Gonçalves LMN,Lígia Maria Napolitano Gonçalves,PN0937
2072,,Carvalho LMNP,Ligia Maria Nogarett Pibernat de Carvalho,"PN0189, PN0776, PN1046"
10413,,Teixeira LM,Ligia Moraes Teixeira,"PN1272, PN1830"
16468,,Moura LM,Ligia Moreno de Moura,"PI0551, PI0699"
28114,,Bezerra LNSD,LIGIA NATALIA SOBREIRA DUARTE BEZERRA,"PI0540, PI0552, PI0854"
28244,,Salgueiro L,Ligia Salgueiro,PN0079
4359,,Claudino LV,Lígia Vieira Claudino,PN0702
29570,H2,Rocha LA,Lilia Alves Rocha,PN1419
14397,,Reis LS,Lília Sousa dos Reis,PN1588
28644,,Silva LAAS,LILIAM ÁGNA ARAÚJO SANTOS SILVA,PI0736
11866,,Nogueira LC,Lilian Capanema Nogueira,"PN0534, PN0749"
29431,,Abrão LC,Lilian Carneiro Abrão,PN1380
28045,,Duboc LCO,Lilian Carvalho de Oliveira Duboc,FC026
23542,,Sarmento LC,Lilian Citty Sarmento,"PN0401, PN0727, PN0978, PN1643, PN1713"
29807,,Licatti LCM,Lilian Coranni Macaferri Licatti,AO0049
8813,,Anami LC,Lilian Costa Anami,"AO0137, AO0168, AO0182, PN0532, PN1141"
14411,,Iwaki LCV,Lilian Cristina Vessoni Iwaki,"PN0250, PN0264, PN0557"
29478,,Alarça LG,LILIAN GUIMARÃES ALARÇA,PI0074
26349,,Amaral LH,LILIAN HENRIQUES DO AMARAL,PN1377
28605,,Andrade LM,Lilian Mendes Andrade,PN1140
27374,H2,Santos LM,Lilian Michele dos Santos,PI0299
28544,,Francimat LP,Lílian Pinheiro Francimat,"PN0530, PN0864"
25472,,Gabarrone LR,Lilian Rocha Gabarrone,PN0969
20659,,Barros LAP,Liliana Aparecida Pimenta de Barros,PN1822
14681,,Maltagliati LA,Liliana Ávila Maltagliati,PN1680
28796,,Báez LC,Liliana Carolina Báez,"PN0984, PN0997"
21213,,Bonatto LR,Liliane da Rocha Bonatto,"HA016, HA017, PI0018, PI0168, PN0840"
26913,,Jesus LS,Liliane de Sá Jesus,"PI0031, PI0189, PI0339, PI0340, PI0799, PI0800"
13085,H2,Machado LS,Liliane dos Santos Machado,PN1504
27806,,Pellegrine LE,LILIANE EDNEIA PELLEGRINE,PN0957
18607,,Kusterer LEFL,Liliane Elze Falcão Lins Kusterer,PN0236
5139,,Grando LJ,Liliane Janete Grando,"HA019, PN1442, PN1453, PN1829"
4097,,Nascimento LS,Liliane Silva do Nascimento,"PI0396, PI0844"
28793,,Villar LSV,Liliane Silvia Valente Villar,PN0275
23165,H2,Souza LC,Liliete Canes Souza,PN0400
29017,,Marin LM,LINA MARIA MARIN,AO0083
23567,,Barreto LS,Lina Sandra Barreto,PE021
28680,,Silva LM,Linaena Méricy da Silva,"PI0306, PN1296"
25269,,Fruchi LC,lincoln de campos fruchi,PN1590
7750,,Nojima LI,Lincoln Issamu Nojima,"PN0964, PN0993, PN1336, PN1405, PN1659, PN1717"
24797,,Sanchez LPC,Linda Patricia Castillo Sanchez,PI0135
178,,Wang L,Linda Wang,"PI0577, PN0164, PN0447, PN0491, PN0498, PN0751, PN0773, PN0799, PN1309"
15835,,Rigo LC,Lindiane Cogo Rigo,"PI0118, PI0585, PI0595"
7112,,Iwaki-Filho L,Liogi Iwaki Filho,"PN0250, PN0557, PN0632, PN1172"
8583,,Baratella-Evêncio L,Liriane Baratella-Evêncio,"PN0402, PN0405, PN1068"
28707,,Carvalho LQC,lisanca queiroz cavalcante carvalho,"PI0141, PI0889"
18284,,Mozzaquatro LR,Lisandra Rossato Mozzaquatro,PN0454
15803,,Schardosim LR,Lisandrea Rocha Schardosim,"PN1211, PN1386"
28031,,Pinto LT,Lisara Tosatto Pinto,PI0151
29094,,Diedrich LAB,Lise Andréa Becker Diedrich,PN0329
29861,,Amorim LCT,Lisiana Carla Tenorio de Amorim,AO0049
3968,,Cândido L,Lisiane Cândido,PN1450
19114,,Fracasso LM,Lisiane Martins Fracasso,"PN0189, PN0776, PN1046"
27823,,Farias LEM,Lisianne Eulina Machado Farias,"PI0392, PI0842"
26940,,Ortiz LV,LISLEY VACARI ORTIZ,PI0525
28631,H1,Santos LCS,Lissandra Chaves de Sousa Santos,PN0387
28118,,Contreras LPC,Lisseth Patricia Claudio Contreras,PN1141
17816,,Vitória LA,Lívia Andrade Vitória,PN0437
12447,,Alves LA,Lívia Araújo Alves,"PI0203, PN1611, PN1653"
2050,,Antunes LAA,Lívia Azeredo Alves Antunes,"PO009, PO010, PO021, PI0144, PI0235, PI0748, PI0898, PN0870, PN1005, PN1012, PN1267, PN1333"
29565,,Campi LB,Lívia Bueno Campi,PN1044
15880,,Galvão LCC,Lívia Câmara de Carvalho Galvão,AO0098
21745,,Natale LC,Livia Camargo Natale,PN0152
17799,,Barros LO,Lívia de Oliveira Barros,"PN0744, PN1097"
25746,,Corpas LS,Livia dos Santos Corpas,PN1743
12436,,Zeola LF,Livia Fávaro Zeola,"FC016, PI0427, PI0887, PN0784, PN1098, PN1474"
28155,,Fiorin L,Livia Fiorin,PI0105
24594,,Rodrigues LG,Lívia Graziele Rodrigues,"PN0098, PN0928"
2444,,Zina LG,Lívia Guimarães Zina,PI0555
22370,,Tavares LJ,Lívia Jacovassi Tavares,PN1315
16702,,Nunes LKF,LIVIA KELLY FERRAZ NUNES,"PN1410, PN1648"
4428,,Tenuta LMA,Livia Maria Andaló Tenuta,"AO0083, AO0093, AO0096, AO0102, PO018, PN0431, PN1620, COL002"
27628,,Izahias LMS,Lívia Maria dos Santos Izahias,PI0378
8715,,Paranaiba LMR,Livia Maris Ribeiro Paranaiba,PN1753
25480,,Vieira LM,Lívia Morelli Vieira,"PN0512, PN0514"
13307,,Brito LNS,Livia Natalia Sales Brito,PN0265
2490,,Dovigo LN,Lívia Nordi Dovigo,"PI0356, PN0395, PN1621"
13771,,Rodrigues LP,Livia Pagotto Rodrigues,"PN1403, PN1665"
22945,,Oliveira LRP,Livia Roberta Piedade de Oliveira,"PI0746, PI0821"
27798,H2,Dantas LR,Lívia Rocha Dantas,"PI0145, PI0288, PI0903"
8682,,Finoti LS,Livia Sertori Finoti,PI0688
19508,,Figueiredo-e-Ribeiro LS,LIVIA SILVA FIGUEIREDO-E-RIBEIRO,PN1209
19330,,Trevelin LT,Livia Tosi Trevelin,PN0144
29187,,Shimohara LY,Lívia Yukari Shimohara,PI0718
27509,,Pillo L,Livio Di Pillo,"PN0296, PN0615"
29591,,Duarte LC,Lizandra Copetti Duarte,PI0252
29220,,Japiassú LL,Lizandro Lino Japiassú,PI0786
29835,,Costa LL,Lizete lopes da costa,AO0049
26066,,Cardoso LD,Liziany David Cardoso,PI0177
15745,,Massunari L,Loiane Massunari,PN1625
11782,,Salles LP,Loise Pedrosa Salles,PN1568
21149,,Dias LF,Loraine Fernandes Dias,"PI0284, PI0594, PI0743, PI0895, PI0900, PN0695, PN0968, PN0977, PN1006, PN1024, PN1034, PN1328, PN1340, PN1345, PN1353, PN1369"
26653,,Andrade LA,Lorena Araújo Andrade,PN0761
24607,,Chaves LB,Lorena Basilio Chaves,"PI0195, PN0391"
25180,,Scudeller LB,LORENA BEATRIZ SCUDELLER,"PI0056, PI0513"
23385,,Mariano LC,Lorena Castro Mariano,PN1764
28633,,Braz LRM,Lorena do Rocio Moreira Braz,PI0747
21371,,Ladeira LLC,Lorena Lúcia Costa Ladeira,"PO001, PI0497, PI0543, PI0901, PN0255, PN0700"
18114,,Nóbrega LM,Lorena Marques da Nóbrega,"PI0397, PI0845"
27552,,Valença LN,Lorena Nunes Valença,"PI0076, PI0099"
24882,,Pivovar L,Lorena Pivovar,PI0819
21086,,Bomfim LTM,Lorena Teixeira Melo Bomfim,PN0666
20401,,Souza LVF,Lorena Vilanova Freitas de Souza,"PN1673, PN1678"
29406,,Leite LBC,Lorenna Batista de Castro leite,PI0831
24395,,Brandt LMT,LORENNA MENDES TEMÓTEO BRANDT,"PI0088, PI0495, PN1508"
23470,,Ferreira L,Lorraine Ferreira,PN0180
15682,,Faria LP,Lorraine Perciliano de Faria,"PN1396, PN1407, PN1412, PN1639"
27712,,Paula LCS,Lorrane Caroline Santos de Paula,PI0189
21268,H3,Silva LC,LORRANY CANDIDO DA SILVA,"PI0623, PI0627, PN1825"
21916,,Bezerra LMD,Louise Morais Dornelas Bezerra,PN0980
29746,,Pietrobon L,Louise Pietrobon,PI0595
9114,,Chiok-Ocaña L,Lourdes Chiok-Ocaña,PN1596
1820,,Santos-Pinto L,Lourdes Santos-Pinto,"PN0985, PN1302, PN1344, PN1675"
1964,,Correr-Sobrinho L,Lourenço Correr-Sobrinho,"AO0115, PI0717, PN0111, PN0138, PN0172, PN0186, PN0196, PN0435, PN0633, PN0729, PN0754, PN0812, PN0817, PN0976, PN1072, PN1127"
11413,,Roselino LMR,Lourenço de Moraes Rego Roselino,PN0495
24802,,Albarello LL,LOURENÇO LUÍS ALBARELLO,"PN0330, PN1252, PN1282"
27373,H1,Silva LC,Luan César da Silva,PI0015
25136,,Toro LF,Luan Felipe Toro,"PI0305, PI0458, PI0761, PN0327"
29137,,Benetti LP,Luan Pier Benetti,PI0609
14521,,Cabral LC,Luana Cardoso Cabral,PN1151
23524,,Pires LC,Luana Carla Pires,PN1776
26632,,Diniz LCS,Luana Carneiro da Silva Diniz,PI0557
16374,H5,Silva LC,Luana de Carvalho Silva,PI0771
22753,H1,Cunha LD,luana dias da cunha,"PN1030, PN1461"
18399,,Moura LKB,Luana Kelle Batista Moura,"PI0170, PI0534, PN0147, PN0622, PN1186, PN1830, PN1854"
26169,,Araújo LLG,Luana Lima Gonçalves Araújo,"PI0364, PN1764"
22092,,Marti LM,Luana Mafra Marti,"PN1019, PN1373"
290,,Vasconcellos LMR,Luana Marotta Reis de Vasconcellos,PN0407
26643,,Lima LMB,Luana Martins Barbosa de Lima,"PI0488, PI0793"
14810,,Cantanhede LM,Luana Martins Cantanhede,PN1385
29397,,Ridolfi LML,luana moreira loures ridolfi,PI0115
24468,,Sena LSB,Luana Samara Balduino de Sena,"PI0210, PN0725"
25784,,Alves LS,Luana Santos Alves,"PI0135, PN0974"
28097,,Zanella L,Luana Zanella,PI0422
27787,,Luciano LCO,Luanda Cristina de Oliveira Luciano,"PI0045, PI0550, PI0705, PI0884"
28985,,Sousa LM,Luane Macêdo de Sousa,PN1634
12036,,Medeiros LADM,LUANNA ABÍLIO DINIZ MELQUÍADES DE MEDEIROS,"PI0358, PI0423"
20007,,Fernandes LMP,Luanna de Melo Pereira Fernandes,"PI0384, PN0380"
28296,,Nery LMS,luanna marinho sereno nery,PN0161
29465,,Avelar LPP,Luanne Priscila Pereira Avelar,"PI0682, PI0853"
28898,,Moura LG,Luanny Gomes Moura,"PI0282, PI0729"
28024,,Simão LF,Luara Fernanda Simão,PI0001
28237,,Colombo LT,Luara Teixeira Colombo,AO0144
28190,,Zanon LR,LUBIESKA RANGEL ZANON,PN0916
14945,,Moura LA,Lucas Alves Moura,PN1486
28934,,Bedra LB,Lucas Begnor Bedra,PO019
27890,H1,Fernandes LBF,Lucas Borges Fleury Fernandes,"PI0379, PI0677, PN1732"
24786,,Uetanabaro LC,lucas caetano uetanabaro,"PI0783, PN0630"
24637,,Maciel LC,Lucas Campagnaro Maciel,PN1096
9071,,Homse LC,Lucas Correa Homse,PN0561
12247,,Dantas LCM,LUCAS COSTA DE MEDEIROS DANTAS,PN1127
2330,,Garcia LFR,Lucas da Fonseca Roberti Garcia,AO0058
29668,H2,Cunha LD,Lucas Daniel da Cunha,PN1052
22607,,Azevedo LO,Lucas de Oliveira Azevedo,"AO0155, PN0314"
27333,H2,Silva LE,LUCAS ESTAMBASSI SILVA,PN0989
28849,,Mirim LFMN,Lucas Ferradans Mato Neves Mirim,"PI0245, PN0512, PN0514, PN0846"
29196,,Azevedo LF,Lucas Firmino Azevedo,PN0533
21325,,Araujo LF,LUCAS FORMIGA ARAUJO,"PI0133, PI0752, PN1710"
29197,,Oliveira LFXL,Lucas Francisco Xavier Leme de Oliveira,PI0482
18960,,Abreu LG,Lucas Guimarães Abreu,PN1388
25146,,Silva LJA,Lucas José de Azevedo Silva,PI0885
25845,H2,Cardoso LM,Lucas Macedo Cardoso,PI0621
27964,,Vitor LMC,Lucas Machado Castanheira Vitor,PI0777
23556,,Candido LM,Lucas Miguel Candido,"PI0776, PN1145, PN1150"
592,,Teixeira LN,Lucas Novaes Teixeira,"PI0763, PN1448"
28835,,Vieira LPL,lucas paiva lamounier vieira,PN0533
27511,H1,Oliveira LP,LUCAS PORTELA OLIVEIRA,PI0849
6354,,Pinheiro LR,Lucas Rodrigues Pinheiro,"AO0113, AO0114, PN1201"
27580,,Chaves LS,Lucas Silva Chaves,PI0333
9182,H1,Machado LS,Lucas Silveira Machado,"PI0265, PN1125"
17052,,Franco LT,Lucas Teixeira Franco,"PN0145, PN0455"
29728,,Uarth LT,Lucas Teixeira Uarth,PI0269
2853,,Naves LZ,Lucas Zago Naves,"PN0138, PN0812"
22734,,Gonçalves LL,Lucélia Lemes Gonçalves,"AO0082, AO0181, AO0186, PN0475, PN0814"
9923,,Beatrice LCS,Lúcia Carneiro De Souza Beatrice,PN1117
7798,,Moura LFAD,LÚCIA DE FATIMA ALMEIDA DE DEUS MOURA,"AO0005, AO0021, PI0136, PI0141, PI0146, PI0434, PI0589, PI0740, PI0889, PN0730, PN0905, PN0958, PN0963, PN1003, PN1013, PN1235"
20216,,Innocentini-Mei LH,Lucia Helena Innocentini-Mei,"PN0186, PN0435"
13248,,Cevidanes LHS,Lucia Helena Soares Cevidanes,PN1002
857,,Prieto LT,Lúcia Trazzi Prieto,PI0582
21641,,Romani LAC,Luciana Aparecida Calegari Romani,PI0107
29437,,Iwamoto LAS,Luciana Aparecida de Sousa Iwamoto,"PI0480, PN1554"
11627,,Armada L,LUCIANA ARMADA,"PI0530, PN0064, PN0085, PN0335, PN0340, PN0376"
17872,,Costa LA,Luciana Artioli Costa,PN1385
6145,,Asprino L,Luciana Asprino,PN1749
3984,,Casemiro LA,Luciana Assirati Casemiro,"AO0104, PI0209"
9796,,Lucena LBS,Luciana Barbosa Sousa De Lucena,PI0316
1163,,Oliveira LB,Luciana Butini Oliveira,"PI0285, PI0600, PN0275, PN0574, PN1712"
1493,,Brito LCN,Luciana Carla Neves de Brito,"AO0091, PN0090, PN0351, PN1599"
1211,,Corrêa L,Luciana Corrêa,"PN1409, PN1432, PN1750"
20672,,Crizóstomo LC,Luciana Costa Crizóstomo,PN1168
8440,,Fontes LBC,Luciana de Barros Correia Fontes,"PI0863, PN1367"
1214,,Pinto LR,Luciana De Rezende Pinto,"AO0149, PN0948"
27308,,Chacon LD,Luciana Dellamano Chacon,PI0756
28529,,Queiroz LD,Luciana Domênico Queiroz,AO0015
13965,,Conceição LD,Luciana Domingues Conceição,PN1395
9934,,Daudt LD,Luciana Dondonis Daudt,FC023
17115,,Martins LD,Luciana Dorochenko Martins,PN0945
2918,,Francisconi-dos-Rios LF,Luciana Fávaro Francisconi-dos-Rios,"PI0879, PN0149"
23507,,Marba LF,Luciana Fernandes Marba,"PI0475, PI0617"
3224,,Gominho LF,Luciana Ferraz Gominho,"PN0045, PN0367"
19181,,Santos LFTF,LUCIANA FLORIANI THIVES DE FREITAS SANTOS,"PI0886, PN1091"
20394,,Tourino LFPG,Luciana Fonseca Pádua Gonçalves  Tourino,PN1378
4832,,Lopes LJ,Luciana Jácome Lopes,AO0106
16274,,Silva LJM,Luciana Jorge Moraes Silva,"PI0334, PN1268"
4726,,Silva LL,LUCIANA LIMA DA SILVA,"AO0109, PN1488"
23967,,Vitor LLR,Luciana Lourenço Ribeiro Vitor,"PN0689, PN0966"
17553,,Ferreira LL,Luciana Louzada Ferreira,"AO0037, AO0067, AO0074, AO0075, PI0647, PN0046"
8660,H2,Pereira LM,Luciana Macedo Pereira,PN1000
14680,,Soares LM,Luciana Mara Soares,PN0201
14364,,Fernandes LMPSR,Luciana Maria Paes da Silva Ramos Fernandes,PN1418
22547,,Macedo LMD,Luciana Martins Domingues de Macedo,"PN0147, PN0803, PN1105"
925,,Hirakata LM,Luciana Mayumi Hirakata,PN0298
20130,,Barcelos LM,Luciana Mendes Barcelos,PN0618
2088,,Lima-Rivera LM,Luciana Monti Lima-Rivera,"PI0155, PI0298, PI0527, PN0894, PN1193, PN1408"
2294,,Sassone LM,Luciana Moura Sassone,PI0800
27784,,Antonio LP,Luciana Pion Antonio,"PO004, PN1698"
3149,,Pomarico L,Luciana Pomarico,"PI0138, PI0293, PI0415, PN0383"
17887,,Fernandes LQP,Luciana Quintanilha Pires Fernandes,PN0974
335,,Assunção LRS,Luciana Reichert da Silva Assunção,"PO019, PE008, PI0091, PI0143, PN1233, PN1236, PN1399, PN1507"
3889,,Perrone LR,Luciana Rodrigues Perrone,PI0587
6199,,Branco-de-Almeida LS,Luciana Salles Branco-de-Almeida,"PI0811, PN1426"
26407,,Mendonça LS,Luciana Sarmento de Mendonça,"PN0185, PN0746"
17931,,Regueira LS,LUCIANA SILVA REGUEIRA,PN0405
17775,,Lima LSG,LUCIANA SILVEIRA GONÇALVES LIMA,PN1650
9872,,Oliveira LSAF,Luciana Soares de Andrade Freitas Oliveira,PN0259
4999,,Mofatto LS,Luciana Souto Mofatto,"PN1466, PN1689"
22593,,Demenech LS,Luciana Stadler Demenech,"PN0040, PN0370"
29724,,Vey LT,luciana taschetto vey,PN1435
16460,,Inagaki LT,Luciana Tiemi Inagaki,"PN0190, PN0450"
2355,,Diniz LVO,Luciana Vilar de Oliveira Diniz,"AO0042, AO0048"
4191,,Almeida LY,Luciana Yamamoto de Almeida,FC021
28945,,Boechat L,Luciane Boechat,PN0041
2133,,Oliveira LD,Luciane Dias de Oliveira,"AO0069, AO0084, AO0094, AO0095, PI0806, PI0807, PN0073, PN0363, PN0407, PN1254, PN1605, PN1609"
24857,,Negrao LF,Luciane Ferreira Negrao,PN1849
17569,,Santos LGP,Luciane Geanini Pena dos Santos,"PI0492, PI0638, PN0028, PN0331, PN1563"
19741,,Martins L,Luciane Martins,PN1689
26701,,Silva LMM,Luciane Martins da Mata Silva,"PI0488, PI0793"
6306,,Costa LRRS,Luciane Ribeiro de Rezende Sucasas da Costa,"AO0013, PI0435, PI0436, PI0449, PN1705"
28720,,Osorio LSA,luciane solange arévalo osorio,PN0621
21465,,Pizzatto LV,Luciane Variani Pizzatto,PN1240
3043,,Zanin L,Luciane Zanin,"AO0049, PI0299, PI0300, PN0692, PN0908, PN0913, PN0915, PN0916, PN0923, PN0960, PN1390, PN1398, PN1493"
29733,,Carvalho LM,Luciângela Magalhães de Carvalho,PI0904
